2.2659,2.9584,4.4354,5.9261,7.3658
1.3864,2.7980,4.7005,5.8893,7.9887
1.5010,2.8976,4.6895,5.7784,7.6276
1.5338,2.9878,4.9017,6.2712,8.0607
1.6676,3.3375,5.0128,7.1856,8.6938
