1.0123,2.1033,2.9110,4.7623,4.8512
0.9846,2.2805,3.0306,4.6484,4.8102
1.1313,2.3478,3.3301,4.8222,5.5779
1.1129,2.3943,3.3011,4.7444,4.8667
0.9937,2.6317,3.5083,4.7850,4.7543
