0.1929,0.1639,0.1954,0.1989,0.2039
0.2011,0.2172,0.1774,0.1929,0.1834
0.2147,0.1809,0.1933,0.1753,0.2776
0.1902,0.1865,0.1872,0.1976,0.2653
0.2035,0.2104,0.1920,0.1812,0.1658
