38.3881,40.8960,41.5118,41.5733,38.3914,40.7228,40.2913,39.3596,37.1031
38.2126,36.9787,38.9886,39.4090,37.3693,38.9484,40.3763,37.0745,36.5344
38.8589,39.4664,39.4712,38.6860,38.3858,37.1948,41.4255,38.1370,38.7211
36.8545,39.1462,42.0161,38.0839,39.0218,37.9276,37.1660,37.3830,38.9146
37.8067,41.6456,39.0737,38.5482,38.9661,40.1479,42.8178,39.5079,38.9872
